diagnosis_code,cms_hcc_esrd_v21,cms_hcc_esrd_v24,cms_hcc_v22,cms_hcc_v24,cms_hcc_v28,rx_hcc_v05,rx_hcc_v08
C8208,10,10,10,10,21,,21
C8209,10,10,10,10,21,,21
C8210,10,10,10,10,21,,21
C8211,10,10,10,10,21,,21
C8212,10,10,10,10,21,,21
C8213,10,10,10,10,21,,21
C8214,10,10,10,10,21,,21
C8215,10,10,10,10,21,,21
C8216,10,10,10,10,21,,21
C8217,10,10,10,10,21,,21
C8218,10,10,10,10,21,,21
C8219,10,10,10,10,21,,21
C8220,10,10,10,10,21,,21
C8221,10,10,10,10,21,,21
C8222,10,10,10,10,21,,21
C8223,10,10,10,10,21,,21
C8224,10,10,10,10,21,,21
C8225,10,10,10,10,21,,21
C8226,10,10,10,10,21,,21
C8227,10,10,10,10,21,,21
C8228,10,10,10,10,21,,21
C8229,10,10,10,10,21,,21
C8230,10,10,10,10,21,,21
C8231,10,10,10,10,21,,21
C8232,10,10,10,10,21,,21
C8233,10,10,10,10,21,,21
C8234,10,10,10,10,21,,21
C8235,10,10,10,10,21,,21
C8236,10,10,10,10,21,,21
C8237,10,10,10,10,21,,21
C8238,10,10,10,10,21,,21
C8239,10,10,10,10,21,,21
C8240,10,10,10,10,21,,21
C8241,10,10,10,10,21,,21
C8242,10,10,10,10,21,,21
C8243,10,10,10,10,21,,21
C8244,10,10,10,10,21,,21
C8245,10,10,10,10,21,,21
C8246,10,10,10,10,21,,21
C8247,10,10,10,10,21,,21
C8248,10,10,10,10,21,,21
C8249,10,10,10,10,21,,21
C8250,10,10,10,10,21,,21
C8251,10,10,10,10,21,,21
C8252,10,10,10,10,21,,21
C8253,10,10,10,10,21,,21
C8254,10,10,10,10,21,,21
C8255,10,10,10,10,21,,21
C8256,10,10,10,10,21,,21
C8257,10,10,10,10,21,,21
C8258,10,10,10,10,21,,21
C8259,10,10,10,10,21,,21
C8260,10,10,10,10,21,,21
C8261,10,10,10,10,21,,21
C8262,10,10,10,10,21,,21
C8263,10,10,10,10,21,,21
C8264,10,10,10,10,21,,21
C8265,10,10,10,10,21,,21
C8266,10,10,10,10,21,,21
C8267,10,10,10,10,21,,21
C8268,10,10,10,10,21,,21
C8269,10,10,10,10,21,,21
C8280,10,10,10,10,21,,21
C8281,10,10,10,10,21,,21
C8282,10,10,10,10,21,,21
C8283,10,10,10,10,21,,21
C8284,10,10,10,10,21,,21
C8285,10,10,10,10,21,,21
C8286,10,10,10,10,21,,21
C8287,10,10,10,10,21,,21
C8288,10,10,10,10,21,,21
C8289,10,10,10,10,21,,21
C8290,10,10,10,10,21,,21
C8291,10,10,10,10,21,,21
C8292,10,10,10,10,21,,21
C8293,10,10,10,10,21,,21
C8294,10,10,10,10,21,,21
C8295,10,10,10,10,21,,21
C8296,10,10,10,10,21,,21
C8297,10,10,10,10,21,,21
C8298,10,10,10,10,21,,21
C8299,10,10,10,10,21,,21
C8300,10,10,10,10,21,,21
C8301,10,10,10,10,21,,21
C8302,10,10,10,10,21,,21
C8303,10,10,10,10,21,,21
C8304,10,10,10,10,21,,21
C8305,10,10,10,10,21,,21
C8306,10,10,10,10,21,,21
C8307,10,10,10,10,21,,21
C8308,10,10,10,10,21,,21
C8309,10,10,10,10,21,,21
C8310,10,10,10,10,20,,19
C8311,10,10,10,10,20,,19
C8312,10,10,10,10,20,,19
C8313,10,10,10,10,20,,19
C8314,10,10,10,10,20,,19
C8315,10,10,10,10,20,,19
C8316,10,10,10,10,20,,19
C8317,10,10,10,10,20,,19
C8318,10,10,10,10,20,,19
C8319,10,10,10,10,20,,19
C8330,10,10,10,10,20,,21
C8331,10,10,10,10,20,,21
C8332,10,10,10,10,20,,21
C8333,10,10,10,10,20,,21
C8334,10,10,10,10,20,,21
C8335,10,10,10,10,20,,21
C8336,10,10,10,10,20,,21
C8337,10,10,10,10,20,,21
C8338,10,10,10,10,20,,21
C8339,10,10,10,10,20,,21
C8350,10,10,10,10,20,,21
C8351,10,10,10,10,20,,21
C8352,10,10,10,10,20,,21
C8353,10,10,10,10,20,,21
C8354,10,10,10,10,20,,21
C8355,10,10,10,10,20,,21
C8356,10,10,10,10,20,,21
C8357,10,10,10,10,20,,21
C8358,10,10,10,10,20,,21
C8359,10,10,10,10,20,,21
C8370,10,10,10,10,20,,21
C8371,10,10,10,10,20,,21
C8372,10,10,10,10,20,,21
C8373,10,10,10,10,20,,21
C8374,10,10,10,10,20,,21
C8375,10,10,10,10,20,,21
C8376,10,10,10,10,20,,21
C8377,10,10,10,10,20,,21
C8378,10,10,10,10,20,,21
C8379,10,10,10,10,20,,21
C8380,10,10,10,10,21,,21
C8381,10,10,10,10,21,,21
C8382,10,10,10,10,21,,21
C8383,10,10,10,10,21,,21
C8384,10,10,10,10,21,,21
C8385,10,10,10,10,21,,21
C8386,10,10,10,10,21,,21
C8387,10,10,10,10,21,,21
C8388,10,10,10,10,21,,21
C8389,10,10,10,10,21,,21
C8390,10,10,10,10,21,,21
C8391,10,10,10,10,21,,21
C8392,10,10,10,10,21,,21
C8393,10,10,10,10,21,,21
C8394,10,10,10,10,21,,21
C8395,10,10,10,10,21,,21
C8396,10,10,10,10,21,,21
C8397,10,10,10,10,21,,21
C8398,10,10,10,10,21,,21
C8399,10,10,10,10,21,,21
C8400,10,10,10,10,20,18,19
C8401,10,10,10,10,20,18,19
C8402,10,10,10,10,20,18,19
C8403,10,10,10,10,20,18,19
C8404,10,10,10,10,20,18,19
C8405,10,10,10,10,20,18,19
C8406,10,10,10,10,20,18,19
C8407,10,10,10,10,20,18,19
C8408,10,10,10,10,20,18,19
C8409,10,10,10,10,20,18,19
C8410,10,10,10,10,17,18,19
C8411,10,10,10,10,17,18,19
C8412,10,10,10,10,17,18,19
C8413,10,10,10,10,17,18,19
C8414,10,10,10,10,17,18,19
C8415,10,10,10,10,17,18,19
C8416,10,10,10,10,17,18,19
C8417,10,10,10,10,17,18,19
C8418,10,10,10,10,17,18,19
C8419,10,10,10,10,17,18,19
C8440,10,10,10,10,19,,21
C8441,10,10,10,10,19,,21
C8442,10,10,10,10,19,,21
C8443,10,10,10,10,19,,21
C8444,10,10,10,10,19,,21
C8445,10,10,10,10,19,,21
C8446,10,10,10,10,19,,21
C8447,10,10,10,10,19,,21
C8448,10,10,10,10,19,,21
C8449,10,10,10,10,19,,21
C8460,10,10,10,10,20,,21
C8461,10,10,10,10,20,,21
C8462,10,10,10,10,20,,21
C8463,10,10,10,10,20,,21
C8464,10,10,10,10,20,,21
C8465,10,10,10,10,20,,21
C8466,10,10,10,10,20,,21
C8467,10,10,10,10,20,,21
C8468,10,10,10,10,20,,21
C8469,10,10,10,10,20,,21
C8470,10,10,10,10,19,,21
C8471,10,10,10,10,19,,21
C8472,10,10,10,10,19,,21
C8473,10,10,10,10,19,,21
C8474,10,10,10,10,19,,21
C8475,10,10,10,10,19,,21
C8476,10,10,10,10,19,,21
C8477,10,10,10,10,19,,21
C8478,10,10,10,10,19,,21
C8479,10,10,10,10,19,,21
C847A,10,10,10,10,19,,21
C8490,10,10,10,10,20,,21
C8491,10,10,10,10,20,,21
C8492,10,10,10,10,20,,21
C8493,10,10,10,10,20,,21
C8494,10,10,10,10,20,,21
C8495,10,10,10,10,20,,21
C8496,10,10,10,10,20,,21
C8497,10,10,10,10,20,,21
C8498,10,10,10,10,20,,21
C8499,10,10,10,10,20,,21
C84A0,10,10,10,10,20,,21
C84A1,10,10,10,10,20,,21
C84A2,10,10,10,10,20,,21
C84A3,10,10,10,10,20,,21
C84A4,10,10,10,10,20,,21
C84A5,10,10,10,10,20,,21
C84A6,10,10,10,10,20,,21
C84A7,10,10,10,10,20,,21
C84A8,10,10,10,10,20,,21
C84A9,10,10,10,10,20,,21
C84Z0,10,10,10,10,20,,21
C84Z1,10,10,10,10,20,,21
C84Z2,10,10,10,10,20,,21
C84Z3,10,10,10,10,20,,21
C84Z4,10,10,10,10,20,,21
C84Z5,10,10,10,10,20,,21
C84Z6,10,10,10,10,20,,21
C84Z7,10,10,10,10,20,,21
C84Z8,10,10,10,10,20,,21
C84Z9,10,10,10,10,20,,21
C8510,10,10,10,10,21,,21
C8511,10,10,10,10,21,,21
C8512,10,10,10,10,21,,21
C8513,10,10,10,10,21,,21
C8514,10,10,10,10,21,,21
C8515,10,10,10,10,21,,21
C8516,10,10,10,10,21,,21
C8517,10,10,10,10,21,,21
C8518,10,10,10,10,21,,21
C8519,10,10,10,10,21,,21
C8520,10,10,10,10,21,,21
C8521,10,10,10,10,21,,21
C8522,10,10,10,10,21,,21
C8523,10,10,10,10,21,,21
C8524,10,10,10,10,21,,21
C8525,10,10,10,10,21,,21
C8526,10,10,10,10,21,,21
C8527,10,10,10,10,21,,21
C8528,10,10,10,10,21,,21
C8529,10,10,10,10,21,,21
C8580,10,10,10,10,21,,21
C8581,10,10,10,10,21,,21
C8582,10,10,10,10,21,,21
C8583,10,10,10,10,21,,21
C8584,10,10,10,10,21,,21
C8585,10,10,10,10,21,,21
C8586,10,10,10,10,21,,21
C8587,10,10,10,10,21,,21
C8588,10,10,10,10,21,,21
C8589,10,10,10,10,21,,21
C8590,10,10,10,10,21,,21
C8591,10,10,10,10,21,,21
C8592,10,10,10,10,21,,21
C8593,10,10,10,10,21,,21
C8594,10,10,10,10,21,,21
C8595,10,10,10,10,21,,21
C8596,10,10,10,10,21,,21
C8597,10,10,10,10,21,,21
C8598,10,10,10,10,21,,21
C8599,10,10,10,10,21,,21
C860,10,10,10,10,20,,21
C861,10,10,10,10,20,,21
C862,10,10,10,10,20,,21
C863,10,10,10,10,19,,21
C864,10,10,10,10,19,,21
C865,10,10,10,10,19,,21
C866,10,10,10,10,20,,21
C880,23,23,23,23,21,,19
C882,10,10,10,10,21,,21
C883,10,10,10,10,21,,21
C884,10,10,10,10,21,,21
C888,10,10,10,10,21,,21
C889,10,10,10,10,21,,21
C9000,9,9,9,9,19,16,16
C9001,9,9,9,9,19,16,16
C9002,9,9,9,9,19,16,16
C9010,9,9,9,9,19,16,16
C9011,9,9,9,9,19,16,16
C9012,9,9,9,9,19,16,16
C9020,9,9,9,9,19,16,16
C9021,9,9,9,9,19,16,16
C9022,9,9,9,9,19,16,16
C9030,10,10,10,10,19,16,16
C9031,10,10,10,10,19,16,16
C9032,10,10,10,10,19,16,16
C9100,8,8,8,8,18,,19
C9101,8,8,8,8,18,,19
C9102,8,8,8,8,18,,19
C9110,10,10,10,10,22,,19
C9111,10,10,10,10,22,,19
C9112,10,10,10,10,22,,19
C9130,10,10,10,10,19,,19
C9131,10,10,10,10,19,,19
C9132,10,10,10,10,19,,19
C9140,10,10,10,10,22,,21
C9141,10,10,10,10,22,,21
C9142,10,10,10,10,22,,21
C9150,10,10,10,10,19,,19
C9151,10,10,10,10,19,,19
C9152,10,10,10,10,19,,19
C9160,10,10,10,10,19,,19
C9161,10,10,10,10,19,,19
C9162,10,10,10,10,19,,19
C9190,10,10,10,10,22,,19
C9191,10,10,10,10,22,,19
C9192,10,10,10,10,22,,19
C91A0,10,10,10,10,20,,19
C91A1,10,10,10,10,20,,19
C91A2,10,10,10,10,20,,19
C91Z0,10,10,10,10,22,,19
C91Z1,10,10,10,10,22,,19
C91Z2,10,10,10,10,22,,19
C9200,8,8,8,8,17,,19
C9201,8,8,8,8,17,,19
C9202,8,8,8,8,17,,19
C9210,9,9,9,9,22,15,15
C9211,9,9,9,9,22,15,15
C9212,9,9,9,9,22,15,15
C9220,9,9,9,9,20,18,19
C9221,9,9,9,9,20,18,19
C9222,9,9,9,9,20,18,19
C9230,9,9,9,9,17,18,19
C9231,9,9,9,9,17,18,19
C9232,9,9,9,9,17,18,19
C9240,8,8,8,8,22,,21
C9241,8,8,8,8,22,,21
C9242,8,8,8,8,22,,21
C9250,8,8,8,8,17,,19
C9251,8,8,8,8,17,,19
C9252,8,8,8,8,17,,19
C9260,8,8,8,8,17,,19
C9261,8,8,8,8,17,,19
C9262,8,8,8,8,17,,19
C9290,9,9,9,9,20,18,19
C9291,9,9,9,9,20,18,19
C9292,9,9,9,9,20,18,19
C92A0,8,8,8,8,17,,19
C92A1,8,8,8,8,17,,19
C92A2,8,8,8,8,17,,19
C92Z0,9,9,9,9,20,18,19
C92Z1,9,9,9,9,20,18,19
C92Z2,9,9,9,9,20,18,19
C9300,8,8,8,8,17,,19
C9301,8,8,8,8,17,,19
C9302,8,8,8,8,17,,19
C9310,9,9,9,9,20,18,19
C9311,9,9,9,9,20,18,19
C9312,9,9,9,9,20,18,19
C9330,9,9,9,9,20,18,19
C9331,9,9,9,9,20,18,19
C9332,9,9,9,9,20,18,19
C9390,9,9,9,9,20,18,19
C9391,9,9,9,9,20,18,19
C9392,9,9,9,9,20,18,19
C93Z0,9,9,9,9,20,18,19
C93Z1,9,9,9,9,20,18,19
C93Z2,9,9,9,9,20,18,19
C9400,8,8,8,8,17,,19
C9401,8,8,8,8,17,,19
C9402,8,8,8,8,17,,19
C9420,8,8,8,8,17,,19
C9421,8,8,8,8,17,,19
C9422,8,8,8,8,17,,19
C9430,9,9,9,9,20,18,19
C9431,9,9,9,9,20,18,19
C9432,9,9,9,9,20,18,19
C9440,8,8,8,8,17,,19
C9441,8,8,8,8,17,,19
C9442,8,8,8,8,17,,19
C946,48,48,48,48,19,,21
C9480,9,9,9,9,20,18,19
C9481,9,9,9,9,20,18,19
C9482,9,9,9,9,20,18,19
C9500,8,8,8,8,18,,19
C9501,8,8,8,8,18,,19
C9502,8,8,8,8,18,,19
C9510,10,10,10,10,22,,19
C9511,10,10,10,10,22,,19
C9512,10,10,10,10,22,,19
C9590,10,10,10,10,22,,19
C9591,10,10,10,10,22,,19
C9592,10,10,10,10,22,,19
C960,10,10,10,10,21,,21
C9620,10,10,10,10,21,18,21
C9621,10,10,10,10,21,18,21
C9622,10,10,10,10,21,18,21
C9629,10,10,10,10,21,18,21
C964,10,10,10,10,21,,21
C965,10,10,10,10,21,,21
C966,10,10,10,10,21,,21
C969,10,10,10,10,21,,21
C96A,10,10,10,10,21,,21
C96Z,10,10,10,10,21,,21
D030,12,12,12,12,23,,22
D0310,12,12,12,12,23,,22
D03111,12,12,12,12,23,,22
D03112,12,12,12,12,23,,22
D03121,12,12,12,12,23,,22
D03122,12,12,12,12,23,,22
D0320,12,12,12,12,23,,22
D0321,12,12,12,12,23,,22
D0322,12,12,12,12,23,,22
D0330,12,12,12,12,23,,22
D0339,12,12,12,12,23,,22
D034,12,12,12,12,23,,22
D0351,12,12,12,12,23,,22
D0352,12,12,12,12,23,,22
D0359,12,12,12,12,23,,22
D0360,12,12,12,12,23,,22
D0361,12,12,12,12,23,,22
D0362,12,12,12,12,23,,22
D0370,12,12,12,12,23,,22
D0371,12,12,12,12,23,,22
D0372,12,12,12,12,23,,22
D038,12,12,12,12,23,,22
D039,12,12,12,12,23,,22
D1802,12,12,12,12,23,,22
D320,12,12,12,12,23,,22
D321,12,12,12,12,23,,22
D329,12,12,12,12,23,,22
D330,12,12,12,12,23,,22
D331,12,12,12,12,23,,22
D332,12,12,12,12,23,,22
D333,12,12,12,12,23,,22
D334,12,12,12,12,23,,22
D337,12,12,12,12,23,,22
D339,12,12,12,12,23,,22
D352,12,12,12,12,23,,22
D353,12,12,12,12,23,,22
D354,12,12,12,12,23,,22
D3A00,,,,,22,,22
D3A010,,,,,22,,22
D3A011,,,,,22,,22
D3A012,,,,,22,,22
D3A019,,,,,22,,22
D3A020,,,,,22,,22
D3A021,,,,,22,,22
D3A022,,,,,22,,22
D3A023,,,,,22,,22
D3A024,,,,,22,,22
D3A025,,,,,22,,22
D3A026,,,,,22,,22
D3A029,,,,,22,,22
D3A090,,,,,22,,22
D3A091,,,,,22,,22
D3A092,,,,,22,,22
D3A093,,,,,22,,22
D3A094,,,,,22,,22
D3A095,,,,,22,,22
D3A096,,,,,22,,22
D3A098,,,,,22,,22
D3A8,,,,,22,,22
D420,12,12,12,12,23,,22
D421,12,12,12,12,23,,22
D429,12,12,12,12,23,,22
D430,12,12,12,12,23,,22
D431,12,12,12,12,23,,22
D432,12,12,12,12,23,,22
D433,12,12,12,12,23,,22
D434,12,12,12,12,23,,22
D438,12,12,12,12,23,,22
D439,12,12,12,12,23,,22
D443,12,12,12,12,23,,22
D444,12,12,12,12,23,,22
D445,12,12,12,12,23,,22
D446,12,12,12,12,23,,22
D447,12,12,12,12,23,,22
D45,48,48,48,48,23,,21
D460,46,46,46,46,19,96,19
D461,46,46,46,46,19,96,19
D4620,46,46,46,46,19,96,19
D4621,46,46,46,46,19,96,19
D4622,46,46,46,46,17,96,19
D464,46,46,46,46,19,96,19
D469,46,46,46,46,19,96,19
D46A,46,46,46,46,19,96,19
D46B,46,46,46,46,19,96,19
D46C,46,46,46,46,19,16,16
D46Z,46,46,46,46,19,96,19
D4701,,,,,,,21
D4702,,,,,,,21
D4709,,,,,,,21
D471,48,48,48,48,21,,21
D473,48,48,48,48,23,,21
D474,46,46,46,46,19,96,16
D479,48,48,48,48,21,,21
D47Z1,48,48,48,48,21,,
D47Z2,48,48,48,48,21,,21
D47Z9,48,48,48,48,21,,21
D496,12,12,12,12,23,,22
D550,48,48,48,48,,,
D551,48,48,48,48,,,
D5521,48,48,48,48,,,
D5529,48,48,48,48,,,
D553,48,48,48,48,,,
D558,48,48,48,48,,,
D559,48,48,48,48,,,
D560,48,48,48,48,,98,
D561,48,48,48,48,108,98,
D562,48,48,48,48,108,,
D564,48,48,48,48,,,
D565,48,48,48,48,108,98,
D568,48,48,48,48,,,
D5700,46,46,46,46,107,95,95
D5701,46,46,46,46,107,95,95
D5702,46,46,46,46,107,95,95
D5703,46,46,46,46,107,95,95
D5709,46,46,46,46,107,95,95
D571,46,46,46,46,107,95,95
D5720,46,46,46,46,108,98,
D57211,46,46,46,46,108,98,
D57212,46,46,46,46,108,98,
D57213,46,46,46,46,108,98,
D57218,46,46,46,46,108,98,
D57219,46,46,46,46,108,98,
D573,48,48,48,48,,,
D5740,46,46,46,46,108,98,
D57411,46,46,46,46,108,98,
D57412,46,46,46,46,108,98,
D57413,46,46,46,46,108,98,
D57418,46,46,46,46,108,98,
D57419,46,46,46,46,108,98,
D5742,46,46,46,46,107,95,95
D57431,46,46,46,46,107,95,95
D57432,46,46,46,46,107,95,95
D57433,46,46,46,46,107,95,95
D57438,46,46,46,46,107,95,95
D57439,46,46,46,46,107,95,95
D5744,46,46,46,46,108,98,
D57451,46,46,46,46,108,98,
D57452,46,46,46,46,108,98,
D57453,46,46,46,46,108,98,
D57458,46,46,46,46,108,98,
D57459,46,46,46,46,108,98,
D5780,46,46,46,46,108,98,
D57811,46,46,46,46,108,98,
D57812,46,46,46,46,108,98,
D57813,46,46,46,46,108,98,
D57818,46,46,46,46,108,98,
D57819,46,46,46,46,108,98,
D580,48,48,48,48,,,
D581,48,48,48,48,,,
D582,48,48,48,48,,,
D588,48,48,48,48,,,
D589,48,48,48,48,,,
D590,46,46,46,46,,98,96
D5910,46,46,46,46,109,98,96
D5911,46,46,46,46,109,98,96
D5912,46,46,46,46,109,98,96
D5913,46,46,46,46,109,98,96
D5919,46,46,46,46,109,98,96
D592,46,46,46,46,,98,96
D593,46,46,46,46,109,98,96
D5930,46,46,46,46,109,98,96
D5931,46,46,46,46,109,98,96
D5932,46,46,46,46,109,98,96
D5939,46,46,46,46,109,98,96
D594,46,46,46,46,109,98,96
D595,46,46,46,46,109,98,96
D596,46,46,46,46,109,98,96
D598,46,46,46,46,109,98,96
D599,46,46,46,46,109,98,96
D600,46,46,46,46,109,98,96
D601,46,46,46,46,,98,96
D608,46,46,46,46,109,98,96
D609,46,46,46,46,109,98,96
D6101,46,46,46,46,109,98,96
D6109,46,46,46,46,109,98,96
D611,46,46,46,46,,98,96
D612,46,46,46,46,109,98,96
D613,46,46,46,46,109,98,96
D61810,47,47,47,47,,,
D61811,47,47,47,47,,,
D61818,47,47,47,47,109,,
D6182,46,46,46,46,109,98,96
D6189,46,46,46,46,109,98,96
D619,46,46,46,46,,98,96
D640,48,48,48,48,109,98,96
D641,48,48,48,48,109,98,96
D642,48,48,48,48,,98,96
D643,48,48,48,48,109,98,96
D644,,,,,109,,
D65,48,48,48,48,,,
D66,46,46,46,46,111,,
D67,46,46,46,46,111,,
D680,48,48,48,48,112,,
D6800,48,48,48,48,112,,
D6801,48,48,48,48,112,,
D68020,48,48,48,48,112,,
D68021,48,48,48,48,112,,
D68022,48,48,48,48,112,,
D68023,48,48,48,48,112,,
D68029,48,48,48,48,112,,
D6803,48,48,48,48,112,,
D6804,48,48,48,48,112,,
D6809,48,48,48,48,112,,
D681,48,48,48,48,112,,
D682,48,48,48,48,112,,
D68311,48,48,48,48,112,,
D68312,48,48,48,48,,,
D68318,48,48,48,48,,,
D6832,48,48,48,48,,,
D684,48,48,48,48,,,
D6851,48,48,48,48,,98,
D6852,48,48,48,48,,98,
D6859,48,48,48,48,,98,
D6861,48,48,48,48,,98,
D6862,48,48,48,48,,98,
D6869,48,48,48,48,,98,
D688,48,48,48,48,,,
D689,48,48,48,48,,,
D690,48,48,48,48,,,
D691,48,48,48,48,112,,
D692,48,48,48,48,,,
D693,48,48,48,48,112,,100
D6941,48,48,48,48,112,,
D6942,48,48,48,48,112,,
D6949,48,48,48,48,112,,
D696,48,48,48,48,,,
D698,48,48,48,48,,,
D699,48,48,48,48,,,
D700,47,47,47,47,115,,
D701,47,47,47,47,,,
D702,47,47,47,47,,,
D703,47,47,47,47,,,
D704,47,47,47,47,115,,
D708,47,47,47,47,,,
D709,47,47,47,47,,,
D71,47,47,47,47,115,,
D720,47,47,47,47,115,,
D7581,46,46,46,46,19,96,16
D7582,48,48,48,48,,,
D75821,48,48,48,48,,,
D75822,48,48,48,48,,,
D75828,48,48,48,48,,,
D75829,48,48,48,48,,,
D7584,48,48,48,48,112,,
D761,47,47,47,47,115,,
D762,47,47,47,47,,,
D763,47,47,47,47,115,,
D800,47,47,47,47,115,97,99
D801,47,47,47,47,,97,99
D802,47,47,47,47,115,97,99
D803,47,47,47,47,115,97,99
D804,47,47,47,47,115,97,99
D805,47,47,47,47,115,97,99
D806,47,47,47,47,,97,99
D807,47,47,47,47,,97,99
D808,47,47,47,47,,97,99
D809,47,47,47,47,,97,99
D810,47,47,47,47,114,97,99
D811,47,47,47,47,114,97,99
D812,47,47,47,47,114,97,99
D8130,47,47,47,47,114,97,99
D8131,47,47,47,47,114,97,99
D8132,47,47,47,47,114,97,99
D8139,47,47,47,47,114,97,99
D814,47,47,47,47,115,97,99
D815,47,47,47,47,114,97,99
D816,47,47,47,47,114,97,99
D817,47,47,47,47,114,97,99
D8182,47,47,47,47,114,97,99
D8189,47,47,47,47,114,97,99
D819,47,47,47,47,114,97,99
D820,47,47,47,47,115,97,99
D821,47,47,47,47,115,97,99
D822,47,47,47,47,,97,99
D823,47,47,47,47,,97,99
D824,47,47,47,47,,97,99
D828,47,47,47,47,,97,99
D829,47,47,47,47,,97,99
D830,47,47,47,47,114,97,99
D831,47,47,47,47,114,97,99
D832,47,47,47,47,114,97,99
D838,47,47,47,47,114,97,99
D839,47,47,47,47,114,97,99
D840,47,47,47,47,,97,99
D841,23,23,23,23,115,40,98
D8481,47,47,47,47,,97,99
D84821,47,47,47,47,,97,99
D84822,47,47,47,47,,97,99
D8489,47,47,47,47,,97,99
D849,47,47,47,47,,97,99
D860,112,112,112,112,,,227
D862,112,112,112,112,,,227
D863,,,,,387,,
D8682,75,75,75,75,,159,158
D8684,141,,,,,,
D8686,,,,,93,,
D8687,,,,,93,,
D890,,,,,,,99
D891,23,23,23,23,,,99
D893,47,47,47,47,,97,99
D8940,47,47,47,47,,97,99
D8941,47,47,47,47,,97,99
D8942,47,47,47,47,,97,99
D8943,47,47,47,47,,97,99
D8944,47,47,47,47,,97,99
D8949,47,47,47,47,,97,99
D89810,47,47,47,47,454,396,395
D89811,47,47,47,47,454,396,395
D89812,47,47,47,47,454,396,395
D89813,47,47,47,47,454,396,395
D8982,47,47,47,47,,97,
D8989,47,47,47,47,,97,99
D899,47,47,47,47,,97,99
E000,,,,,,42,44
E001,,,,,,42,44
E002,,,,,,42,44
E009,,,,,,42,44
E010,,,,,,42,44
E011,,,,,,42,44
E012,,,,,,42,44
E018,,,,,,42,44
E02,,,,,,42,44
E030,,,,,,42,44
E031,,,,,,42,44
E032,,,,,,42,44
E033,,,,,,42,44
E034,,,,,,42,44
E035,23,23,23,23,202,42,44
E038,,,,,,42,44
E039,,,,,,42,44
E040,,,,,,42,44
E041,,,,,,42,44
E042,,,,,,42,44
E048,,,,,,42,44
E049,,,,,,42,44
E0500,,,,,,42,44
E0501,,,,,,42,44
E0510,,,,,,42,44
E0511,,,,,,42,44
E0520,,,,,,42,44
E0521,,,,,,42,44
E0530,,,,,,42,44
E0531,,,,,,42,44
E0540,,,,,,42,44
E0541,,,,,,42,44
E0580,,,,,,42,44
E0581,,,,,,42,44
E0590,,,,,,42,44
E0591,,,,,,42,44
E060,,,,,,42,44
E061,,,,,,42,44
E062,,,,,,42,44
E063,,,,,,42,44
E064,,,,,,42,44
E065,,,,,,42,44
E069,,,,,,42,44
E070,,,,,,42,44
E071,,,,,,42,44
E0789,,,,,,42,44
E079,,,,,,42,44
E0800,17,17,17,17,36,30,30
E0801,17,17,17,17,36,30,30
E0810,17,17,17,17,36,30,30
E0811,17,17,17,17,36,30,30
E0821,18,18,18,18,37,30,30
E0821,141,,,,,,
E0822,18,18,18,18,37,30,30
E0822,139,,,,,,
E0829,18,18,18,18,37,30,30
E0829,141,,,,,,
E08311,18,18,18,18,37,30,30
E08311,,,,,298,241,
E08319,18,18,18,18,37,30,30
E08319,,,,,,241,
E083211,18,18,18,18,37,30,30
E083211,,,,,298,241,
E083212,18,18,18,18,37,30,30
E083212,,,,,298,241,
E083213,18,18,18,18,37,30,30
E083213,,,,,298,241,
E083219,18,18,18,18,37,30,30
E083219,,,,,298,241,
E083291,18,18,18,18,37,30,30
E083291,,,,,,241,
E083292,18,18,18,18,37,30,30
E083292,,,,,,241,
E083293,18,18,18,18,37,30,30
E083293,,,,,,241,
E083299,18,18,18,18,37,30,30
E083299,,,,,,241,
E083311,18,18,18,18,37,30,30
E083311,,,,,298,241,
E083312,18,18,18,18,37,30,30
E083312,,,,,298,241,
E083313,18,18,18,18,37,30,30
E083313,,,,,298,241,
E083319,18,18,18,18,37,30,30
E083319,,,,,298,241,
E083391,18,18,18,18,37,30,30
E083391,,,,,,241,
E083392,18,18,18,18,37,30,30
E083392,,,,,,241,
E083393,18,18,18,18,37,30,30
E083393,,,,,,241,
E083399,18,18,18,18,37,30,30
E083399,,,,,,241,
E083411,18,18,18,18,37,30,30
E083411,,,,,298,241,
E083412,18,18,18,18,37,30,30
E083412,,,,,298,241,
E083413,18,18,18,18,37,30,30
E083413,,,,,298,241,
E083419,18,18,18,18,37,30,30
E083419,,,,,298,241,
E083491,18,18,18,18,37,30,30
E083491,,,,,,241,
E083492,18,18,18,18,37,30,30
E083492,,,,,,241,
E083493,18,18,18,18,37,30,30
E083493,,,,,,241,
E083499,18,18,18,18,37,30,30
E083499,,,,,,241,
E083511,18,18,18,18,37,30,30
E083511,122,122,122,122,298,241,
E083512,18,18,18,18,37,30,30
E083512,122,122,122,122,298,241,
E083513,18,18,18,18,37,30,30
E083513,122,122,122,122,298,241,
E083519,18,18,18,18,37,30,30
E083519,122,122,122,122,298,241,
E083521,18,18,18,18,37,30,30
E083521,122,122,122,122,298,241,
E083522,18,18,18,18,37,30,30
E083522,122,122,122,122,298,241,
E083523,18,18,18,18,37,30,30
E083523,122,122,122,122,298,241,
E083529,18,18,18,18,37,30,30
E083529,122,122,122,122,298,241,
E083531,18,18,18,18,37,30,30
E083531,122,122,122,122,298,241,
E083532,18,18,18,18,37,30,30
