diagnosis_code,cms_hcc_esrd_v21,cms_hcc_esrd_v24,cms_hcc_v22,cms_hcc_v24,cms_hcc_v28,rx_hcc_v05,rx_hcc_v08
S12250A,169,169,169,169,401,,
S12250B,169,169,169,169,401,,
S12251A,169,169,169,169,401,,
S12251B,169,169,169,169,401,,
S12290A,169,169,169,169,401,,
S12290B,169,169,169,169,401,,
S12291A,169,169,169,169,401,,
S12291B,169,169,169,169,401,,
S12300A,169,169,169,169,401,,
S12300B,169,169,169,169,401,,
S12301A,169,169,169,169,401,,
S12301B,169,169,169,169,401,,
S12330A,169,169,169,169,401,,
S12330B,169,169,169,169,401,,
S12331A,169,169,169,169,401,,
S12331B,169,169,169,169,401,,
S1234XA,169,169,169,169,401,,
S1234XB,169,169,169,169,401,,
S12350A,169,169,169,169,401,,
S12350B,169,169,169,169,401,,
S12351A,169,169,169,169,401,,
S12351B,169,169,169,169,401,,
S12390A,169,169,169,169,401,,
S12390B,169,169,169,169,401,,
S12391A,169,169,169,169,401,,
S12391B,169,169,169,169,401,,
S12400A,169,169,169,169,401,,
S12400B,169,169,169,169,401,,
S12401A,169,169,169,169,401,,
S12401B,169,169,169,169,401,,
S12430A,169,169,169,169,401,,
S12430B,169,169,169,169,401,,
S12431A,169,169,169,169,401,,
S12431B,169,169,169,169,401,,
S1244XA,169,169,169,169,401,,
S1244XB,169,169,169,169,401,,
S12450A,169,169,169,169,401,,
S12450B,169,169,169,169,401,,
S12451A,169,169,169,169,401,,
S12451B,169,169,169,169,401,,
S12490A,169,169,169,169,401,,
S12490B,169,169,169,169,401,,
S12491A,169,169,169,169,401,,
S12491B,169,169,169,169,401,,
S12500A,169,169,169,169,401,,
S12500B,169,169,169,169,401,,
S12501A,169,169,169,169,401,,
S12501B,169,169,169,169,401,,
S12530A,169,169,169,169,401,,
S12530B,169,169,169,169,401,,
S12531A,169,169,169,169,401,,
S12531B,169,169,169,169,401,,
S1254XA,169,169,169,169,401,,
S1254XB,169,169,169,169,401,,
S12550A,169,169,169,169,401,,
S12550B,169,169,169,169,401,,
S12551A,169,169,169,169,401,,
S12551B,169,169,169,169,401,,
S12590A,169,169,169,169,401,,
S12590B,169,169,169,169,401,,
S12591A,169,169,169,169,401,,
S12591B,169,169,169,169,401,,
S12600A,169,169,169,169,401,,
S12600B,169,169,169,169,401,,
S12601A,169,169,169,169,401,,
S12601B,169,169,169,169,401,,
S12630A,169,169,169,169,401,,
S12630B,169,169,169,169,401,,
S12631A,169,169,169,169,401,,
S12631B,169,169,169,169,401,,
S1264XA,169,169,169,169,401,,
S1264XB,169,169,169,169,401,,
S12650A,169,169,169,169,401,,
S12650B,169,169,169,169,401,,
S12651A,169,169,169,169,401,,
S12651B,169,169,169,169,401,,
S12690A,169,169,169,169,401,,
S12690B,169,169,169,169,401,,
S12691A,169,169,169,169,401,,
S12691B,169,169,169,169,401,,
S128XXA,169,169,169,169,401,,
S129XXA,169,169,169,169,401,,
S140XXA,72,72,72,72,182,,
S140XXD,72,72,72,72,182,,
S140XXS,72,72,72,72,,,
S14101A,72,72,72,72,182,,
S14101D,72,72,72,72,182,,
S14101S,72,72,72,72,,,
S14102A,72,72,72,72,182,,
S14102D,72,72,72,72,182,,
S14102S,72,72,72,72,,,
S14103A,72,72,72,72,182,,
S14103D,72,72,72,72,182,,
S14103S,72,72,72,72,,,
S14104A,72,72,72,72,182,,
S14104D,72,72,72,72,182,,
S14104S,72,72,72,72,,,
S14105A,72,72,72,72,182,,
S14105D,72,72,72,72,182,,
S14105S,72,72,72,72,,,
S14106A,72,72,72,72,182,,
S14106D,72,72,72,72,182,,
S14106S,72,72,72,72,,,
S14107A,72,72,72,72,182,,
S14107D,72,72,72,72,182,,
S14107S,72,72,72,72,,,
S14108A,72,72,72,72,182,,
S14108D,72,72,72,72,182,,
S14108S,72,72,72,72,,,
S14109A,72,72,72,72,182,,
S14109D,72,72,72,72,182,,
S14109S,72,72,72,72,,,
S14111A,70,70,70,70,180,,
S14111D,70,70,70,70,180,,
S14111S,70,70,70,70,180,,
S14112A,70,70,70,70,180,,
S14112D,70,70,70,70,180,,
S14112S,70,70,70,70,180,,
S14113A,70,70,70,70,180,,
S14113D,70,70,70,70,180,,
S14113S,70,70,70,70,180,,
S14114A,70,70,70,70,180,,
S14114D,70,70,70,70,180,,
S14114S,70,70,70,70,180,,
S14115A,70,70,70,70,180,,
S14115D,70,70,70,70,180,,
S14115S,70,70,70,70,180,,
S14116A,70,70,70,70,180,,
S14116D,70,70,70,70,180,,
S14116S,70,70,70,70,180,,
S14117A,70,70,70,70,180,,
S14117D,70,70,70,70,180,,
S14117S,70,70,70,70,180,,
S14118A,70,70,70,70,180,,
S14118D,70,70,70,70,180,,
S14118S,70,70,70,70,180,,
S14119A,70,70,70,70,180,,
S14119D,70,70,70,70,180,,
S14119S,70,70,70,70,180,,
S14121A,72,72,72,72,182,,
S14121D,72,72,72,72,182,,
S14121S,72,72,72,72,,,
S14122A,72,72,72,72,182,,
S14122D,72,72,72,72,182,,
S14122S,72,72,72,72,,,
S14123A,72,72,72,72,182,,
S14123D,72,72,72,72,182,,
S14123S,72,72,72,72,,,
S14124A,72,72,72,72,182,,
S14124D,72,72,72,72,182,,
S14124S,72,72,72,72,,,
S14125A,72,72,72,72,182,,
S14125D,72,72,72,72,182,,
S14125S,72,72,72,72,,,
S14126A,72,72,72,72,182,,
S14126D,72,72,72,72,182,,
S14126S,72,72,72,72,,,
S14127A,72,72,72,72,182,,
S14127D,72,72,72,72,182,,
S14127S,72,72,72,72,,,
S14128A,72,72,72,72,182,,
S14128D,72,72,72,72,182,,
S14128S,72,72,72,72,,,
S14129A,72,72,72,72,182,,
S14129D,72,72,72,72,182,,
S14129S,72,72,72,72,,,
S14131A,72,72,72,72,182,,
S14131D,72,72,72,72,182,,
S14131S,72,72,72,72,,,
S14132A,72,72,72,72,182,,
S14132D,72,72,72,72,182,,
S14132S,72,72,72,72,,,
S14133A,72,72,72,72,182,,
S14133D,72,72,72,72,182,,
S14133S,72,72,72,72,,,
S14134A,72,72,72,72,182,,
S14134D,72,72,72,72,182,,
S14134S,72,72,72,72,,,
S14135A,72,72,72,72,182,,
S14135D,72,72,72,72,182,,
S14135S,72,72,72,72,,,
S14136A,72,72,72,72,182,,
S14136D,72,72,72,72,182,,
S14136S,72,72,72,72,,,
S14137A,72,72,72,72,182,,
S14137D,72,72,72,72,182,,
S14137S,72,72,72,72,,,
S14138A,72,72,72,72,182,,
S14138D,72,72,72,72,182,,
S14138S,72,72,72,72,,,
S14139A,72,72,72,72,182,,
S14139D,72,72,72,72,182,,
S14139S,72,72,72,72,,,
S14141A,72,72,72,72,182,,
S14141D,72,72,72,72,182,,
S14141S,72,72,72,72,,,
S14142A,72,72,72,72,182,,
S14142D,72,72,72,72,182,,
S14142S,72,72,72,72,,,
S14143A,72,72,72,72,182,,
S14143D,72,72,72,72,182,,
S14143S,72,72,72,72,,,
S14144A,72,72,72,72,182,,
S14144D,72,72,72,72,182,,
S14144S,72,72,72,72,,,
S14145A,72,72,72,72,182,,
S14145D,72,72,72,72,182,,
S14145S,72,72,72,72,,,
S14146A,72,72,72,72,182,,
S14146D,72,72,72,72,182,,
S14146S,72,72,72,72,,,
S14147A,72,72,72,72,182,,
S14147D,72,72,72,72,182,,
S14147S,72,72,72,72,,,
S14148A,72,72,72,72,182,,
S14148D,72,72,72,72,182,,
S14148S,72,72,72,72,,,
S14149A,72,72,72,72,182,,
S14149D,72,72,72,72,182,,
S14149S,72,72,72,72,,,
S14151A,72,72,72,72,182,,
S14151D,72,72,72,72,182,,
S14151S,72,72,72,72,,,
S14152A,72,72,72,72,182,,
S14152D,72,72,72,72,182,,
S14152S,72,72,72,72,,,
S14153A,72,72,72,72,182,,
S14153D,72,72,72,72,182,,
S14153S,72,72,72,72,,,
S14154A,72,72,72,72,182,,
S14154D,72,72,72,72,182,,
S14154S,72,72,72,72,,,
S14155A,72,72,72,72,182,,
S14155D,72,72,72,72,182,,
S14155S,72,72,72,72,,,
S14156A,72,72,72,72,182,,
S14156D,72,72,72,72,182,,
S14156S,72,72,72,72,,,
S14157A,72,72,72,72,182,,
S14157D,72,72,72,72,182,,
S14157S,72,72,72,72,,,
S14158A,72,72,72,72,182,,
S14158D,72,72,72,72,182,,
S14158S,72,72,72,72,,,
S14159A,72,72,72,72,182,,
S14159D,72,72,72,72,182,,
S14159S,72,72,72,72,,,
S22000A,169,169,169,169,401,,
S22000B,169,169,169,169,401,,
S22001A,169,169,169,169,401,,
S22001B,169,169,169,169,401,,
S22002A,169,169,169,169,401,,
S22002B,169,169,169,169,401,,
S22008A,169,169,169,169,401,,
S22008B,169,169,169,169,401,,
S22009A,169,169,169,169,401,,
S22009B,169,169,169,169,401,,
S22010A,169,169,169,169,401,,
S22010B,169,169,169,169,401,,
S22011A,169,169,169,169,401,,
S22011B,169,169,169,169,401,,
S22012A,169,169,169,169,401,,
S22012B,169,169,169,169,401,,
S22018A,169,169,169,169,401,,
S22018B,169,169,169,169,401,,
S22019A,169,169,169,169,401,,
S22019B,169,169,169,169,401,,
S22020A,169,169,169,169,401,,
S22020B,169,169,169,169,401,,
S22021A,169,169,169,169,401,,
S22021B,169,169,169,169,401,,
S22022A,169,169,169,169,401,,
S22022B,169,169,169,169,401,,
S22028A,169,169,169,169,401,,
S22028B,169,169,169,169,401,,
S22029A,169,169,169,169,401,,
S22029B,169,169,169,169,401,,
S22030A,169,169,169,169,401,,
S22030B,169,169,169,169,401,,
S22031A,169,169,169,169,401,,
S22031B,169,169,169,169,401,,
S22032A,169,169,169,169,401,,
S22032B,169,169,169,169,401,,
S22038A,169,169,169,169,401,,
S22038B,169,169,169,169,401,,
S22039A,169,169,169,169,401,,
S22039B,169,169,169,169,401,,
S22040A,169,169,169,169,401,,
S22040B,169,169,169,169,401,,
S22041A,169,169,169,169,401,,
S22041B,169,169,169,169,401,,
S22042A,169,169,169,169,401,,
S22042B,169,169,169,169,401,,
S22048A,169,169,169,169,401,,
S22048B,169,169,169,169,401,,
S22049A,169,169,169,169,401,,
S22049B,169,169,169,169,401,,
S22050A,169,169,169,169,401,,
S22050B,169,169,169,169,401,,
S22051A,169,169,169,169,401,,
S22051B,169,169,169,169,401,,
S22052A,169,169,169,169,401,,
S22052B,169,169,169,169,401,,
S22058A,169,169,169,169,401,,
S22058B,169,169,169,169,401,,
S22059A,169,169,169,169,401,,
S22059B,169,169,169,169,401,,
S22060A,169,169,169,169,401,,
S22060B,169,169,169,169,401,,
S22061A,169,169,169,169,401,,
S22061B,169,169,169,169,401,,
S22062A,169,169,169,169,401,,
S22062B,169,169,169,169,401,,
S22068A,169,169,169,169,401,,
S22068B,169,169,169,169,401,,
S22069A,169,169,169,169,401,,
S22069B,169,169,169,169,401,,
S22070A,169,169,169,169,401,,
S22070B,169,169,169,169,401,,
S22071A,169,169,169,169,401,,
S22071B,169,169,169,169,401,,
S22072A,169,169,169,169,401,,
S22072B,169,169,169,169,401,,
S22078A,169,169,169,169,401,,
S22078B,169,169,169,169,401,,
S22079A,169,169,169,169,401,,
S22079B,169,169,169,169,401,,
S22080A,169,169,169,169,401,,
S22080B,169,169,169,169,401,,
S22081A,169,169,169,169,401,,
S22081B,169,169,169,169,401,,
S22082A,169,169,169,169,401,,
S22082B,169,169,169,169,401,,
S22088A,169,169,169,169,401,,
S22088B,169,169,169,169,401,,
S22089A,169,169,169,169,401,,
S22089B,169,169,169,169,401,,
S240XXA,72,72,72,72,182,,
S240XXD,72,72,72,72,182,,
S240XXS,72,72,72,72,,,
S24101A,72,72,72,72,182,,
S24101D,72,72,72,72,182,,
S24101S,72,72,72,72,,,
S24102A,72,72,72,72,182,,
S24102D,72,72,72,72,182,,
S24102S,72,72,72,72,,,
S24103A,72,72,72,72,182,,
S24103D,72,72,72,72,182,,
S24103S,72,72,72,72,,,
S24104A,72,72,72,72,182,,
S24104D,72,72,72,72,182,,
S24104S,72,72,72,72,,,
S24109A,72,72,72,72,182,,
S24109D,72,72,72,72,182,,
S24109S,72,72,72,72,,,
S24111A,71,71,71,71,181,,
S24111D,71,71,71,71,181,,
S24111S,71,71,71,71,181,,
S24112A,71,71,71,71,181,,
S24112D,71,71,71,71,181,,
S24112S,71,71,71,71,181,,
S24113A,71,71,71,71,181,,
S24113D,71,71,71,71,181,,
S24113S,71,71,71,71,181,,
S24114A,71,71,71,71,181,,
S24114D,71,71,71,71,181,,
S24114S,71,71,71,71,181,,
S24119A,71,71,71,71,181,,
S24119D,71,71,71,71,181,,
S24119S,71,71,71,71,181,,
S24131A,72,72,72,72,182,,
S24131D,72,72,72,72,182,,
S24131S,72,72,72,72,,,
S24132A,72,72,72,72,182,,
S24132D,72,72,72,72,182,,
S24132S,72,72,72,72,,,
S24133A,72,72,72,72,182,,
S24133D,72,72,72,72,182,,
S24133S,72,72,72,72,,,
S24134A,72,72,72,72,182,,
S24134D,72,72,72,72,182,,
S24134S,72,72,72,72,,,
S24139A,72,72,72,72,182,,
S24139D,72,72,72,72,182,,
S24139S,72,72,72,72,,,
S24141A,72,72,72,72,182,,
S24141D,72,72,72,72,182,,
S24141S,72,72,72,72,,,
S24142A,72,72,72,72,182,,
S24142D,72,72,72,72,182,,
S24142S,72,72,72,72,,,
S24143A,72,72,72,72,182,,
S24143D,72,72,72,72,182,,
S24143S,72,72,72,72,,,
S24144A,72,72,72,72,182,,
S24144D,72,72,72,72,182,,
S24144S,72,72,72,72,,,
S24149A,72,72,72,72,182,,
S24149D,72,72,72,72,182,,
S24149S,72,72,72,72,,,
S24151A,72,72,72,72,182,,
S24151D,72,72,72,72,182,,
S24151S,72,72,72,72,,,
S24152A,72,72,72,72,182,,
S24152D,72,72,72,72,182,,
S24152S,72,72,72,72,,,
S24153A,72,72,72,72,182,,
S24153D,72,72,72,72,182,,
S24153S,72,72,72,72,,,
S24154A,72,72,72,72,182,,
S24154D,72,72,72,72,182,,
S24154S,72,72,72,72,,,
S24159A,72,72,72,72,182,,
S24159D,72,72,72,72,182,,
S24159S,72,72,72,72,,,
S32000A,169,169,169,169,401,,
S32000B,169,169,169,169,401,,
S32001A,169,169,169,169,401,,
S32001B,169,169,169,169,401,,
S32002A,169,169,169,169,401,,
S32002B,169,169,169,169,401,,
S32008A,169,169,169,169,401,,
S32008B,169,169,169,169,401,,
S32009A,169,169,169,169,401,,
S32009B,169,169,169,169,401,,
S32010A,169,169,169,169,401,,
S32010B,169,169,169,169,401,,
S32011A,169,169,169,169,401,,
S32011B,169,169,169,169,401,,
S32012A,169,169,169,169,401,,
S32012B,169,169,169,169,401,,
S32018A,169,169,169,169,401,,
S32018B,169,169,169,169,401,,
S32019A,169,169,169,169,401,,
S32019B,169,169,169,169,401,,
S32020A,169,169,169,169,401,,
S32020B,169,169,169,169,401,,
S32021A,169,169,169,169,401,,
S32021B,169,169,169,169,401,,
S32022A,169,169,169,169,401,,
S32022B,169,169,169,169,401,,
S32028A,169,169,169,169,401,,
S32028B,169,169,169,169,401,,
S32029A,169,169,169,169,401,,
S32029B,169,169,169,169,401,,
S32030A,169,169,169,169,401,,
S32030B,169,169,169,169,401,,
S32031A,169,169,169,169,401,,
S32031B,169,169,169,169,401,,
S32032A,169,169,169,169,401,,
S32032B,169,169,169,169,401,,
S32038A,169,169,169,169,401,,
S32038B,169,169,169,169,401,,
S32039A,169,169,169,169,401,,
S32039B,169,169,169,169,401,,
S32040A,169,169,169,169,401,,
S32040B,169,169,169,169,401,,
S32041A,169,169,169,169,401,,
S32041B,169,169,169,169,401,,
S32042A,169,169,169,169,401,,
S32042B,169,169,169,169,401,,
S32048A,169,169,169,169,401,,
S32048B,169,169,169,169,401,,
S32049A,169,169,169,169,401,,
S32049B,169,169,169,169,401,,
S32050A,169,169,169,169,401,,
S32050B,169,169,169,169,401,,
S32051A,169,169,169,169,401,,
S32051B,169,169,169,169,401,,
S32052A,169,169,169,169,401,,
S32052B,169,169,169,169,401,,
S32058A,169,169,169,169,401,,
S32058B,169,169,169,169,401,,
S32059A,169,169,169,169,401,,
S32059B,169,169,169,169,401,,
S3210XA,169,169,169,169,401,,
S3210XB,169,169,169,169,401,,
S32110A,169,169,169,169,401,,
S32110B,169,169,169,169,401,,
S32111A,169,169,169,169,401,,
S32111B,169,169,169,169,401,,
S32112A,169,169,169,169,401,,
S32112B,169,169,169,169,401,,
S32119A,169,169,169,169,401,,
S32119B,169,169,169,169,401,,
S32120A,169,169,169,169,401,,
S32120B,169,169,169,169,401,,
S32121A,169,169,169,169,401,,
S32121B,169,169,169,169,401,,
S32122A,169,169,169,169,401,,
S32122B,169,169,169,169,401,,
S32129A,169,169,169,169,401,,
S32129B,169,169,169,169,401,,
S32130A,169,169,169,169,401,,
S32130B,169,169,169,169,401,,
S32131A,169,169,169,169,401,,
S32131B,169,169,169,169,401,,
S32132A,169,169,169,169,401,,
S32132B,169,169,169,169,401,,
S32139A,169,169,169,169,401,,
S32139B,169,169,169,169,401,,
S3214XA,169,169,169,169,401,,
S3214XB,169,169,169,169,401,,
S3215XA,169,169,169,169,401,,
S3215XB,169,169,169,169,401,,
S3216XA,169,169,169,169,401,,
S3216XB,169,169,169,169,401,,
S3217XA,169,169,169,169,401,,
S3217XB,169,169,169,169,401,,
S3219XA,169,169,169,169,401,,
S3219XB,169,169,169,169,401,,
S322XXA,169,169,169,169,401,,
S322XXB,169,169,169,169,401,,
S32301A,170,170,170,170,402,,
S32301B,170,170,170,170,402,,
S32302A,170,170,170,170,402,,
S32302B,170,170,170,170,402,,
S32309A,170,170,170,170,402,,
S32309B,170,170,170,170,402,,
S32311A,170,170,170,170,402,,
S32311B,170,170,170,170,402,,
S32312A,170,170,170,170,402,,
S32312B,170,170,170,170,402,,
S32313A,170,170,170,170,402,,
S32313B,170,170,170,170,402,,
S32314A,170,170,170,170,402,,
S32314B,170,170,170,170,402,,
S32315A,170,170,170,170,402,,
S32315B,170,170,170,170,402,,
S32316A,170,170,170,170,402,,
S32316B,170,170,170,170,402,,
S32391A,170,170,170,170,402,,
S32391B,170,170,170,170,402,,
S32392A,170,170,170,170,402,,
S32392B,170,170,170,170,402,,
S32399A,170,170,170,170,402,,
S32399B,170,170,170,170,402,,
S32401A,170,170,170,170,402,,
S32401B,170,170,170,170,402,,
S32402A,170,170,170,170,402,,
S32402B,170,170,170,170,402,,
S32409A,170,170,170,170,402,,
S32409B,170,170,170,170,402,,
S32411A,170,170,170,170,402,,
S32411B,170,170,170,170,402,,
S32412A,170,170,170,170,402,,
S32412B,170,170,170,170,402,,
S32413A,170,170,170,170,402,,
S32413B,170,170,170,170,402,,
S32414A,170,170,170,170,402,,
S32414B,170,170,170,170,402,,
S32415A,170,170,170,170,402,,
S32415B,170,170,170,170,402,,
S32416A,170,170,170,170,402,,
S32416B,170,170,170,170,402,,
S32421A,170,170,170,170,402,,
S32421B,170,170,170,170,402,,
S32422A,170,170,170,170,402,,
S32422B,170,170,170,170,402,,
S32423A,170,170,170,170,402,,
S32423B,170,170,170,170,402,,
S32424A,170,170,170,170,402,,
S32424B,170,170,170,170,402,,
S32425A,170,170,170,170,402,,
S32425B,170,170,170,170,402,,
S32426A,170,170,170,170,402,,
S32426B,170,170,170,170,402,,
S32431A,170,170,170,170,402,,
S32431B,170,170,170,170,402,,
S32432A,170,170,170,170,402,,
S32432B,170,170,170,170,402,,
S32433A,170,170,170,170,402,,
S32433B,170,170,170,170,402,,
S32434A,170,170,170,170,402,,
S32434B,170,170,170,170,402,,
S32435A,170,170,170,170,402,,
S32435B,170,170,170,170,402,,
S32436A,170,170,170,170,402,,
S32436B,170,170,170,170,402,,
S32441A,170,170,170,170,402,,
S32441B,170,170,170,170,402,,
S32442A,170,170,170,170,402,,
S32442B,170,170,170,170,402,,
S32443A,170,170,170,170,402,,
S32443B,170,170,170,170,402,,
S32444A,170,170,170,170,402,,
S32444B,170,170,170,170,402,,
S32445A,170,170,170,170,402,,
S32445B,170,170,170,170,402,,
S32446A,170,170,170,170,402,,
S32446B,170,170,170,170,402,,
S32451A,170,170,170,170,402,,
S32451B,170,170,170,170,402,,
S32452A,170,170,170,170,402,,
S32452B,170,170,170,170,402,,
S32453A,170,170,170,170,402,,
S32453B,170,170,170,170,402,,
S32454A,170,170,170,170,402,,
S32454B,170,170,170,170,402,,
S32455A,170,170,170,170,402,,
S32455B,170,170,170,170,402,,
S32456A,170,170,170,170,402,,
S32456B,170,170,170,170,402,,
S32461A,170,170,170,170,402,,
S32461B,170,170,170,170,402,,
S32462A,170,170,170,170,402,,
S32462B,170,170,170,170,402,,
S32463A,170,170,170,170,402,,
S32463B,170,170,170,170,402,,
S32464A,170,170,170,170,402,,
S32464B,170,170,170,170,402,,
S32465A,170,170,170,170,402,,
S32465B,170,170,170,170,402,,
S32466A,170,170,170,170,402,,
S32466B,170,170,170,170,402,,
S32471A,170,170,170,170,402,,
S32471B,170,170,170,170,402,,
S32472A,170,170,170,170,402,,
S32472B,170,170,170,170,402,,
S32473A,170,170,170,170,402,,
S32473B,170,170,170,170,402,,
S32474A,170,170,170,170,402,,
S32474B,170,170,170,170,402,,
S32475A,170,170,170,170,402,,
S32475B,170,170,170,170,402,,
S32476A,170,170,170,170,402,,
S32476B,170,170,170,170,402,,
S32481A,170,170,170,170,402,,
S32481B,170,170,170,170,402,,
S32482A,170,170,170,170,402,,
S32482B,170,170,170,170,402,,
S32483A,170,170,170,170,402,,
S32483B,170,170,170,170,402,,
S32484A,170,170,170,170,402,,
S32484B,170,170,170,170,402,,
S32485A,170,170,170,170,402,,
S32485B,170,170,170,170,402,,
S32486A,170,170,170,170,402,,
S32486B,170,170,170,170,402,,
S32491A,170,170,170,170,402,,
S32491B,170,170,170,170,402,,
S32492A,170,170,170,170,402,,
S32492B,170,170,170,170,402,,
S32499A,170,170,170,170,402,,
S32499B,170,170,170,170,402,,
S32501A,170,170,170,170,402,,
S32501B,170,170,170,170,402,,
S32502A,170,170,170,170,402,,
S32502B,170,170,170,170,402,,
S32509A,170,170,170,170,402,,
S32509B,170,170,170,170,402,,
S32511A,170,170,170,170,402,,
S32511B,170,170,170,170,402,,
S32512A,170,170,170,170,402,,
S32512B,170,170,170,170,402,,
S32519A,170,170,170,170,402,,
S32519B,170,170,170,170,402,,
S32591A,170,170,170,170,402,,
S32591B,170,170,170,170,402,,
S32592A,170,170,170,170,402,,
S32592B,170,170,170,170,402,,
S32599A,170,170,170,170,402,,
S32599B,170,170,170,170,402,,
S32601A,170,170,170,170,402,,
S32601B,170,170,170,170,402,,
S32602A,170,170,170,170,402,,
S32602B,170,170,170,170,402,,
S32609A,170,170,170,170,402,,
S32609B,170,170,170,170,402,,
S32611A,170,170,170,170,402,,
S32611B,170,170,170,170,402,,
S32612A,170,170,170,170,402,,
S32612B,170,170,170,170,402,,
S32613A,170,170,170,170,402,,
S32613B,170,170,170,170,402,,
S32614A,170,170,170,170,402,,
S32614B,170,170,170,170,402,,
S32615A,170,170,170,170,402,,
S32615B,170,170,170,170,402,,
S32616A,170,170,170,170,402,,
S32616B,170,170,170,170,402,,
S32691A,170,170,170,170,402,,
S32691B,170,170,170,170,402,,
S32692A,170,170,170,170,402,,
S32692B,170,170,170,170,402,,
S32699A,170,170,170,170,402,,
S32699B,170,170,170,170,402,,
S32810A,170,170,170,170,402,,
S32810B,170,170,170,170,402,,
S32811A,170,170,170,170,402,,
S32811B,170,170,170,170,402,,
S3282XA,170,170,170,170,402,,
S3282XB,170,170,170,170,402,,
S3289XA,170,170,170,170,402,,
S3289XB,170,170,170,170,402,,
S329XXA,170,170,170,170,402,,
S329XXB,170,170,170,170,402,,
S3401XA,72,72,72,72,182,,
S3401XD,72,72,72,72,182,,
S3401XS,72,72,72,72,,,
S3402XA,72,72,72,72,182,,
S3402XD,72,72,72,72,182,,
S3402XS,72,72,72,72,,,
S34101A,72,72,72,72,182,,
S34101D,72,72,72,72,182,,
S34101S,72,72,72,72,,,
S34102A,72,72,72,72,182,,
S34102D,72,72,72,72,182,,
S34102S,72,72,72,72,,,
S34103A,72,72,72,72,182,,
S34103D,72,72,72,72,182,,
S34103S,72,72,72,72,,,
S34104A,72,72,72,72,182,,
S34104D,72,72,72,72,182,,
S34104S,72,72,72,72,,,
S34105A,72,72,72,72,182,,
S34105D,72,72,72,72,182,,
S34105S,72,72,72,72,,,
S34109A,72,72,72,72,182,,
S34109D,72,72,72,72,182,,
S34109S,72,72,72,72,,,
S34111A,72,72,72,72,182,,
S34111D,72,72,72,72,182,,
S34111S,72,72,72,72,,,
S34112A,72,72,72,72,182,,
S34112D,72,72,72,72,182,,
S34112S,72,72,72,72,,,
S34113A,72,72,72,72,182,,
S34113D,72,72,72,72,182,,
S34113S,72,72,72,72,,,
S34114A,72,72,72,72,182,,
S34114D,72,72,72,72,182,,
S34114S,72,72,72,72,,,
S34115A,72,72,72,72,182,,
S34115D,72,72,72,72,182,,
S34115S,72,72,72,72,,,
S34119A,72,72,72,72,182,,
S34119D,72,72,72,72,182,,
S34119S,72,72,72,72,,,
S34121A,72,72,72,72,182,,
S34121D,72,72,72,72,182,,
S34121S,72,72,72,72,,,
S34122A,72,72,72,72,182,,
S34122D,72,72,72,72,182,,
S34122S,72,72,72,72,,,
S34123A,72,72,72,72,182,,
S34123D,72,72,72,72,182,,
S34123S,72,72,72,72,,,
S34124A,72,72,72,72,182,,
S34124D,72,72,72,72,182,,
S34124S,72,72,72,72,,,
S34125A,72,72,72,72,182,,
S34125D,72,72,72,72,182,,
S34125S,72,72,72,72,,,
S34129A,72,72,72,72,182,,
S34129D,72,72,72,72,182,,
S34129S,72,72,72,72,,,
S34131A,72,72,72,72,182,,
S34131D,72,72,72,72,182,,
S34131S,72,72,72,72,,,
S34132A,72,72,72,72,182,,
S34132D,72,72,72,72,182,,
S34132S,72,72,72,72,,,
S34139A,72,72,72,72,182,,
S34139D,72,72,72,72,182,,
S34139S,72,72,72,72,,,
S343XXA,72,72,72,72,182,,
S48011A,173,173,173,173,405,,
S48011S,189,189,189,189,,,
S48012A,173,173,173,173,405,,
S48012S,189,189,189,189,,,
S48019A,173,173,173,173,405,,
S48019S,189,189,189,189,,,
S48021A,173,173,173,173,405,,
S48021S,189,189,189,189,,,
S48022A,173,173,173,173,405,,
S48022S,189,189,189,189,,,
S48029A,173,173,173,173,405,,
S48029S,189,189,189,189,,,
S48111A,173,173,173,173,405,,
S48111S,189,189,189,189,,,
S48112A,173,173,173,173,405,,
S48112S,189,189,189,189,,,
S48119A,173,173,173,173,405,,
S48119S,189,189,189,189,,,
S48121A,173,173,173,173,405,,
S48121S,189,189,189,189,,,
S48122A,173,173,173,173,405,,
S48122S,189,189,189,189,,,
S48129A,173,173,173,173,405,,
S48129S,189,189,189,189,,,
S48911A,173,173,173,173,405,,
S48911S,189,189,189,189,,,
S48912A,173,173,173,173,405,,
S48912S,189,189,189,189,,,
S48919A,173,173,173,173,405,,
S48919S,189,189,189,189,,,
S48921A,173,173,173,173,405,,
S48921S,189,189,189,189,,,
S48922A,173,173,173,173,405,,
S48922S,189,189,189,189,,,
S48929A,173,173,173,173,405,,
S48929S,189,189,189,189,,,
S58011A,173,173,173,173,405,,
S58011S,189,189,189,189,,,
S58012A,173,173,173,173,405,,
S58012S,189,189,189,189,,,
S58019A,173,173,173,173,405,,
S58019S,189,189,189,189,,,
S58021A,173,173,173,173,405,,
S58021S,189,189,189,189,,,
S58022A,173,173,173,173,405,,
S58022S,189,189,189,189,,,
S58029A,173,173,173,173,405,,
S58029S,189,189,189,189,,,
S58111A,173,173,173,173,405,,
S58111S,189,189,189,189,,,
S58112A,173,173,173,173,405,,
S58112S,189,189,189,189,,,
S58119A,173,173,173,173,405,,
S58119S,189,189,189,189,,,
S58121A,173,173,173,173,405,,
